2009,12,4,THC,SELL,100
2009,12,18,THC,BUY,100
2009,12,28,THC,SELL,100
2009,3,2,TIE,BUY,100
2009,3,9,TIE,SELL,100
2008,11,12,TSN,BUY,100
2008,11,19,TSN,SELL,100
2008,11,14,TSN,BUY,100
2008,11,21,TSN,SELL,100
2008,11,20,TSN,BUY,100
2008,11,28,TSN,SELL,100
2009,3,2,TXT,BUY,100
2009,3,9,TXT,SELL,100
2008,11,19,WYN,BUY,100
2008,11,26,WYN,SELL,100
2009,2,13,WYN,BUY,100
2009,2,23,WYN,SELL,100
2008,10,9,XL,BUY,100
2008,10,16,XL,SELL,100
2008,11,20,XL,BUY,100
2008,11,28,XL,SELL,100
2008,12,1,XL,BUY,100
2008,12,8,XL,SELL,100
2008,12,10,XL,BUY,100
2008,12,17,XL,SELL,100
2009,3,19,XL,BUY,100
2009,3,26,XL,SELL,100
2009,3,2,XRX,BUY,100
2009,3,9,XRX,SELL,100
2009,3,20,XRX,BUY,100
2009,3,27,XRX,SELL,100
2009,3,30,XRX,BUY,100
2009,4,6,XRX,SELL,100
2009,4,6,XRX,BUY,100
2009,4,14,XRX,SELL,100
